loc,lon,lat,rate
USA/AZ-WL-9900234/2020,-111.6546163,32.1112624,20.53182949
USA/LA-EVTL595/2020,-93.5959786,32.6676663,28.70943
USA/LA-EVTL574/2020,-93.5959786,32.6676663,1
USA/LA-EVTL474/2020,-93.5959786,32.6676663,17.45350713
USA/PA-MGSC30-05/2020,-79.9900861,40.4416941,32.76759451
USA/IA-GMF-10147/2020,-91.850265,42.8420766,1
USA/PA-MGEL89/2020,-79.9760405,40.4597204,1
Canada/ON-S50/2020,-79.3839347,43.6534817,18.6573688
USA/WI-UW-384/2020,-89.4322174,43.0709273,23.50232678
USA/CA-ALSR-4602/2020,-93.7929922,42.9376255,33.45738976
Canada/ON-S351/2020,-79.3839347,43.6534817,1
USA/PA-MGEL70/2020,-79.9760405,40.4597204,23.23765117
USA/LA-GBCL-26684503/2020,-91.0899217,30.5254797,1
USA/DE-DHSS-F972766/2020,-100.7846477,33.1665316,21.96598831
USA/MT-BHDH-3696/2020,-111.044047,45.6794293,37.71055479
USA/DE-DHSS-F918481/2020,-100.7846477,33.1665316,25.5003347
USA/WI-UW-747/2020,-89.4322174,43.0709273,1
USA/MN-GMF-18787/2020,-91.7807784,43.9582272,21.98611272
USA/NY-Wadsworth-101072-01/2020,-74.2507287,41.3873306,29.41976645
Canada/ON-S1558/2020,-79.3839347,43.6534817,1
USA/PA-MGEL-00329/2020,-79.9760405,40.4597204,1
USA/MT-BHDH-4261/2020,-111.1051372,44.6642902,1
USA/AK-PHL6652/2020,-149.894852,61.2163129,1
Mexico/ROO-InDRE-102/2020,-86.92069058,20.4320599,13.25645641
USA/SC-DHEC-0085/2020,-80.9176832,34.0190006,24.07409653
USA/MO-WUSTL-C1/2020,-90.24111656,38.6529545,34.67047357
USA/AL-HGSC-JGQY/2021,-86.022147,34.0371404,49.10572122
USA/DE-DHSS-F1047459/2021,-75.662956,39.6159851,19.86735792
USA/LA-EVTL2045/2021,-93.0761115,32.3231432,1
USA/IL-NM-2426/2020,-87.6244212,41.8755616,16.59704769
USA/IL-IDPH-BUR-S-0001278/2020,-89.5341179,41.4016294,25.14049631
CostaRica/INC-0083/2020,-82.91898427,8.8892463,19.16886909
CostaRica/INC-0095/2020,-40.873577,-3.7357783,24.06473989
USA/PA-MGEL-00422/2020,-79.9760405,40.4597204,1
USA/CA-CDPH-UC634/2020,-122.7776556,39.0505411,1
USA/WA-S4399/2020,-100.2178972,33.588178,20.25494898
USA/CA-CZB-13013/2020,-121.6846349,37.2333253,1
USA/WA-S3031/2020,-123.8658829,47.1744169,1
USA/WA-S3290/2020,-100.2178972,33.588178,1
USA/DE-DHSS-F1012236/2020,-77.2741121,36.9096897,28.01814139
USA/IA-GMF-37933/2020,-101.4271085,32.3047833,24.33870055
USA/MN-GMF-28226/2020,-91.7807784,43.9582272,1
USA/OR-OHSU-9288/2021,-122.4006413,45.5093799,20.61195403
USA/AZ-TG718004/2021,-111.6948197,35.9363252,16.42520577
Mexico/BCN-ALSR-5615/2020,-116.9646629,32.5010188,35.73002151
Mexico/BCN-ALSR-5603/2020,-116.9646629,32.5010188,27.98575482
USA/CA-CDPH-UC614/2020,-122.7776556,39.0505411,66.32782221
USA/CA-CZB-17031/2020,-121.6846349,37.2333253,9.838611055
USA/NY-NYCPHL-002256/2021,-74.0060152,40.7127281,43.11247731
CostaRica/INC-0205/2020,-76.298009,40.1601526,27.92510099
USA/OR-OHSU-9331/2021,-122.4006413,45.5093799,22.5745108
USA/WI-UW-3287/2021,-87.58075461,43.0180325,1
USA/AK-PHL6779/2021,-149.8578488,61.2222765,19.36570661
USA/CA-CZB-14879/2020,-117.8704931,33.7500378,1
USA/WI-WSLH-210989/2021,-91.1468287,45.8731634,1
USA/AK-PHL6814/2021,-149.4793288,62.3402481,10.15171545
USA/WA-S4868/2021,-122.2117983,47.0022547,18.08591253
USA/CA-IGI-3532/2021,-121.899142,37.6090291,17.06832668
USA/AZ-TG717734/2021,-111.6546163,32.1112624,20.55181074
USA/AZ-TG718048/2021,-111.6948197,35.9363252,34.35224694
Mexico/BCN-ALSR-6340/2021,-116.9646629,32.5010188,1
Mexico/BCN-ALSR-5708/2020,-116.9646629,32.5010188,1
USA/DE-DHSS-F1052001/2021,-100.7846477,33.1665316,19.4838853
Mexico/BCN-ALSR-4775/2020,-116.9646629,32.5010188,28.45740951
USA/AK-PHL6542/2020,-149.4793288,62.3402481,17.67351635
Canada/ON-E74b/2020,-75.690308,45.421106,31.48538476
USA/IL-NM-2870/2020,-85.8590603,41.6012796,33.26807917
USA/AZ-ASPHL-2912/2020,-114.4760316,32.665135,33.2657556
Mexico/BCN-ALSR-6000/2020,-116.9646629,32.5010188,1
USA/IL-NM-4803/2020,-87.9939552,42.3327033,22.07688129
USA/IA-GMF-15767/2020,-91.850265,42.8420766,1
USA/IA-UIHC-MO20/2020,-91.6061124,41.6861834,14.5155385
USA/TX-HMH-MCoV-16073/2020,-95.3676974,29.7589382,30.75142801
USA/TX-HMH-MCoV-18081/2020,-95.3676974,29.7589382,22.0167243
USA/LA-EVTL1721/2021,-93.5265161,31.5223049,19.11598378
USA/LA-ALSR-5826/2020,-90.0701156,29.9499323,11.9152823
USA/MO-UW-771/2020,-90.51881278,38.6398744,33.56661642
USA/AK-PHL6592/2020,-149.8578488,61.2222765,40.73566133
USA/MT-BHDH-5399/2020,-111.044047,45.6794293,1
USA/OR-OHSU-9164/2021,-122.4006413,45.5093799,52.28571429
USA/WA-OHSU-4061/2020,-122.4940866,45.7669047,1
USA/LA-SR0154/2020,-90.0701156,29.9499323,1
USA/NE-CUMC-20258107/2020,-95.9383758,41.2587459,1
USA/OR-OHSU-3271/2020,-122.4006413,45.5093799,16.42496663
USA/OR-OHSU-4255/2020,-122.4006413,45.5093799,56.55949482
USA/OR-OHSU-4139/2020,-122.8575339,45.56614365,9.762511175
USA/AZ-WL-CVG00126/2020,-111.6546163,32.1112624,32.52927335
USA/LA-EVTL1575/2021,-93.8931785,32.529173,1
USA/WA-S4466/2021,-100.2178972,33.588178,17.39858005
USA/LA-EVTL1937/2020,-93.8931785,32.529173,1
USA/LA-ALSR-5827/2020,-90.0701156,29.9499323,11.34912503
USA/LA-EVTL1089/2020,-93.8931785,32.529173,28.99925592
USA/WA-S3626/2020,-122.6474421,47.594502,14.71592624
USA/LA-EVTL1744/2021,-93.1427138,31.6464192,1
USA/AK-PHL6562/2020,-149.4793288,62.3402481,1
USA/DE-DHSS-F1020267/2020,-75.662956,39.6159851,27.90662133
USA/AK-PHL6560/2020,-149.680909,64.4459613,1
USA/LA-EVTL518/2020,-93.8931785,32.529173,33.94796691
USA/LA-EVTL1965/2020,-93.5959786,32.6676663,1
USA/IA-UIHC-MO30/2020,-91.6061124,41.6861834,39.15515451
USA/IL-IDPH-I-000808/2021,-87.756525,41.8197385,1
USA/WI-UW-2265/2020,-90.6991696,42.8855277,20.72460635
USA/DE-DHSS-FLW00757171/2021,-75.662956,39.6159851,20.96199934
USA/MT-BHDH-4922/2020,20.4568974,44.8178131,1
USA/OR-OHSU-7898/2020,-123.082293,45.9280203,1
USA/CA-CZB-15710/2020,-121.6846349,37.2333253,12.49061087
USA/OR-OHSU-PHL00019/2021,-122.4006413,45.5093799,11.21165765
USA/OR-OHSU-PHL00025/2021,-122.4006413,45.5093799,19.95898273
USA/OR-OHSU-PHL00023/2021,-122.4006413,45.5093799,21.52709195
USA/OR-OHSU-PHL00029/2021,-122.4006413,45.5093799,1
USA/HI-H200678/2020,-157.960511,21.468151,1
USA/HI-H200677/2020,-157.960511,21.468151,16.13540828
USA/WA-S3273/2020,-100.2178972,33.588178,18.48880932
USA/WA-S3268/2020,-100.2178972,33.588178,1
USA/WA-S3272/2020,-100.2178972,33.588178,1
USA/WA-S3166/2020,-122.2117983,47.0022547,10.30069616
USA/WA-S3098/2020,-123.7373472,47.9998383,40.40068373
USA/WA-OHSU-4924/2020,-122.4940866,45.7669047,1
USA/OR-OHSU-5356/2020,-122.8575339,45.56614365,30.53222874
USA/WA-S3089/2020,-117.4074674,47.5354964,3.503666416
USA/OR-OHSU-9276/2021,-122.8575339,45.56614365,1
USA/AK-PHL6815/2021,-149.4793288,62.3402481,29.87619135
USA/OR-OHSU-9376/2021,-122.4006413,45.5093799,1
USA/CA-CDPH-UC470/2020,-119.7737991,37.1716264,41.73446737
USA/WA-S3512/2020,-100.2178972,33.588178,1
USA/OR-OHSU-9335/2021,-122.4006413,45.5093799,10.51117737
USA/AZ-ASPHL-3246/2020,-112.49123,33.34883,24.9699779
USA/AK-PHL6616/2020,-149.4793288,62.3402481,18.85296687
USA/LA-EVTL1579/2021,-93.8931785,32.529173,18.8685271
USA/IL-IDPH-I-000234/2020,-88.8235511,42.321246,22.87712062
USA/AK-PHL6630/2020,-149.8578488,61.2222765,43.70509885
USA/OR-OHSU-9177/2021,-122.8575339,45.56614365,20.88538623
USA/OR-OHSU-7942/2020,-122.4006413,45.5093799,19.39596363
USA/OR-OHSU-9259/2021,-122.8575339,45.56614365,1
USA/TX-HMH-MCoV-16175/2020,-95.3676974,29.7589382,1
USA/HI-H210902/2021,-157.960511,21.468151,14.74145673
USA/WI-WSLH-201751/2020,-96.2574328,43.6733632,1
USA/LA-EVTL1877/2020,-93.8931785,32.529173,18.08343938
USA/TX-HMH-MCoV-18370/2020,-95.3676974,29.7589382,1
USA/TX-HMH-MCoV-15390/2020,-95.3676974,29.7589382,56.8190772
USA/HI-H200500/2020,-157.960511,21.468151,20.77224053
USA/AZ-ASPHL-2897/2020,-110.3549451,35.1819775,37.99817215
USA/WA-S4354/2021,-100.2178972,33.588178,1
USA/WI-UW-2332/2020,-89.4322174,43.0709273,26.84228836
USA/TX-HMH-MCoV-12479/2020,-95.3676974,29.7589382,17.35063789
USA/LA-EVTL1951/2020,-93.8931785,32.529173,31.7432638
USA/TX-HMH-MCoV-19473/2020,-95.3676974,29.7589382,22.06146167
USA/TX-HMH-MCoV-19799/2020,-95.3676974,29.7589382,55.99581078
USA/WA-S3449/2020,-120.730253,46.4135961,1
USA/AK-PHL6869/2020,-149.680909,64.4459613,16.19341189
USA/TX-HMH-MCoV-12469/2020,-95.3676974,29.7589382,40.39481844
USA/AK-PHL6812/2021,-149.4793288,62.3402481,13.78768605
USA/WI-UW-2373/2020,-85.5346302,37.2433976,1
USA/LA-EVTL1484/2020,-93.8931785,32.529173,1
USA/AL-HGSC-JGAC/2020,-86.5675095,34.7736807,6.698445871
USA/TX-DSHS-2051/2020,-97.6041649,30.6580927,20.04670083
USA/DE-DHSS-FLW00749233/2021,-100.7846477,33.1665316,20.01187043
USA/CA-CZB-13009/2020,-121.6846349,37.2333253,52.61787089
USA/WA-S3484/2020,-100.2178972,33.588178,21.26220635
USA/WA-S4370/2021,-122.2117983,47.0022547,1
USA/WA-OHSU-3985/2020,-122.4940866,45.7669047,23.08313011
USA/OR-OHSU-8767/2020,-122.2305038,45.1608821,21.01406936
USA/WA-S4810/2021,-122.4940866,45.7669047,26.76616734
USA/LA-EVTL1875/2020,-93.8931785,32.529173,39.54896809
USA/LA-EVTL1091/2020,-93.5959786,32.6676663,26.51463791
USA/LA-EVTL1403/2020,-93.5959786,32.6676663,1
USA/LA-EVTL1354/2020,-93.5959786,32.6676663,30.23754138
USA/LA-EVTL1452/2020,-93.5959786,32.6676663,11.70524844
USA/DE-DHSS-FLW00691577/2021,-77.2741121,36.9096897,15.80641624
USA/AK-PHL6610/2020,-149.4793288,62.3402481,1
USA/IL-NM-5046/2020,-87.756525,41.8197385,35.65922886
USA/AL-HGSC-JHLM/2021,-86.9164513,33.5228184,26.53826821
USA/WI-WSLH-210270/2021,-91.7971652,45.8926321,25.4457934
USA/IL-IDPH-COO-I-0001026/2021,-87.756525,41.8197385,34.66472614
USA/VA-SU-SC_36/2021,-78.279166,39.2127031,13.85713257
USA/AL-HGSC-JFTA/2020,-85.2654592,31.1355603,22.92697313
USA/AL-HGSC-JEQU/2020,-85.2654592,31.1355603,48.82272453
USA/DE-DHSS-F1009549/2020,-77.2741121,36.9096897,25.82692609
USA/DE-DHSS-F987027/2020,-77.2741121,36.9096897,21.41258284
USA/AL-HGSC-JFXS/2020,-82.8405691,31.5301809,46.52017122
USA/PA-MGEL-00963/2020,-79.9760405,40.4597204,1
USA/PA-MGEL-01093/2020,-79.9760405,40.4597204,22.10107695
USA/PA-MGEL-01149/2020,-79.9760405,40.4597204,22.98577805
USA/TX-DSHS-2365/2021,-96.7790069,32.7620405,38.92322097
USA/SC-DHEC-0057/2021,-79.3343041,33.4392245,28.90372171
USA/HI-H200542/2020,-157.960511,21.468151,1
USA/IN-PU-LH000094718/2020,-86.8879689,40.3916066,30.24186579
USA/LA-EVTL1090/2020,-93.8931785,32.529173,20.58735985
USA/WI-UW-3272/2021,-87.58075461,43.0180325,15.14900733
USA/NJ-NYULH134/2021,-81.6225075,30.9298212,1
USA/AL-HGSC-JGFI/2020,-86.5675095,34.7736807,27.63030303
USA/IA-GMF-23570/2020,-91.8563139,43.2677179,1
USA/IA-GMF-43363/2020,-91.8563139,43.2677179,24.46340317
USA/DE-DHSS-F1042804/2020,-77.2741121,36.9096897,11.51881148
USA/CA-ALSR-6016/2020,-117.1627728,32.7174202,1
USA/LA-EVTL1997/2021,-93.8931785,32.529173,10.47474318
USA/OR-OHSU-8691/2020,-122.8575339,45.56614365,1
USA/PA-MGEL-00949/2020,-79.9760405,40.4597204,20.3039143
USA/OH-UW-2400/2020,-83.0076657,40.0283162,1
USA/OR-OHSU-3447/2020,-122.4006413,45.5093799,1
USA/AL-Clay-JEEZ/2020,-98.2123296,33.6856157,16.27555847
USA/DE-DHSS-F1047461/2021,-75.662956,39.6159851,6.944052257
USA/DE-DHSS-F1019096/2020,-100.7846477,33.1665316,10.50165748
USA/DE-DHSS-F1019092/2020,-100.7846477,33.1665316,28.93934574
USA/IL-NM-5197/2020,-87.756525,41.8197385,36.56997816
USA/AL-HGSC-JFWX/2020,-89.9324347,38.4616972,29.87920039
USA/AL-HGSC-JGDH/2020,-86.9901321,34.8342463,17.54009505
USA/AL-HGSC-JGNS/2021,-86.1999118,32.1672192,20.00745408
USA/IN-PU-LH000124570/2021,-86.8879689,40.3916066,36.72320511
USA/WI-GMF-31611/2020,-90.6397264,43.9416755,1
USA/DE-DHSS-FLW00406161/2020,-75.662956,39.6159851,22.59762408
USA/CA-CZB-16984/2020,-121.6846349,37.2333253,1
USA/AK-PHL6833/2021,-149.680909,64.4459613,57.7801329
USA/AK-PHL6832/2021,-149.680909,64.4459613,1
USA/AK-PHL6836/2021,-149.680909,64.4459613,29.60421042
USA/AK-PHL6808/2021,-149.4793288,62.3402481,17.84639044
USA/WA-S4882/2021,-100.2178972,33.588178,105.0189784
USA/WI-UW-2488/2020,-89.4322174,43.0709273,13.86847972
USA/AL-HGSC-JGQE/2021,-86.9164513,33.5228184,22.60178807
USA/IL-NM-2413/2020,-87.6244212,41.8755616,29.09030711
USA/WI-GMF-32806/2020,-91.0902393,43.8890516,26.26782013
USA/WI-UW-2828/2021,-87.58075461,43.0180325,1
USA/WI-UW-2385/2020,-89.4322174,43.0709273,24.41438906
USA/IA-GMF-27699/2020,-91.3961856,43.2961731,1
USA/IA-GMF-28426/2020,-91.3961856,43.2961731,26.81053508
USA/WI-UW-3330/2021,-83.2221527,29.9978185,9.074629497
USA/MN-GMF-38230/2020,-91.7807784,43.9582272,8.743962159
USA/WI-MPHL-U1050064/2021,-87.58075461,43.0180325,18.74911151
USA/AK-PHL6588/2020,-149.680909,64.4459613,31.88432846
USA/WI-UW-3322/2021,-85.5346302,37.2433976,86.39573215
USA/IA-GMF-28410/2020,-91.3961856,43.2961731,1
USA/IA-GMF-32164/2020,-91.3961856,43.2961731,24.79915595
USA/PA-MGEL-01094/2020,-79.9760405,40.4597204,31.81787523
USA/PA-MGEL-00960/2020,-79.9760405,40.4597204,15.71635444
USA/NY-PRL-2021_0210_06C12/2021,-74.0060152,40.7127281,46.29377315
USA/WI-WSLH-201510/2020,-88.7673031,43.0224668,1
USA/NY-Wadsworth-252054-01/2020,-76.7725493,42.1384667,16.3467446
USA/AK-PHL6589/2020,17.7736243,62.9217072,16.3467446
USA/IL-IDPH-I-000740/2020,-87.9939552,42.3327033,1
USA/IL-UW-1617/2020,-89.1496574,42.3255276,23.02450451
USA/IL-IDPH-I-000233/2020,-89.1496574,42.3255276,1
USA/IL-IDPH-I-000455/2020,-87.756525,41.8197385,19.14762412
USA/IL-NM-2478/2020,-87.9939552,42.3327033,7.480104585
USA/AL-SL-21020246152/2021,-85.3077038,32.5814796,21.18946924
USA/IA-GMF-47194/2021,-91.3961856,43.2961731,22.09271738
USA/IA-GMF-36354/2020,-91.3961856,43.2961731,48.89826891
USA/MN-GMF-38975/2020,-91.4685617,43.6624222,29.85156489
USA/IL-IDPH-I-000229/2020,-88.4319488,41.5853584,31.64740497
USA/IA-GMF-48948/2021,-91.8563139,43.2677179,1
USA/NY-PRL-2021_02_12_02D11/2021,-74.0060152,40.7127281,22.76882576
USA/CA-ALSR-3498/2020,-117.1627728,32.7174202,1
CostaRica/INC-0042/2020,-84.46749801,10.4624947,25.80090214
USA/WI-UW-845/2020,-89.4322174,43.0709273,11.07440381
USA/PA-MGEL-00793/2020,-79.9760405,40.4597204,38.79295304
USA/PA-MGEL-00967/2020,-79.9760405,40.4597204,9.303807674
Canada/ON-S52/2020,-79.3839347,43.6534817,47.46063327
Mexico/TLA-InDRE-106/2020,-98.61129268,19.55201735,9.528427245
USA/CA-CDPH-UC1269/2020,-122.6199638,38.0409144,27.24866408
CostaRica/INC-0058/2020,-84.46749801,10.4624947,13.66190899
USA/AK-PHL383/2020,-149.894852,61.2163129,82.32798663
Mexico/TAB-InDRE-105/2020,-93.66344081,17.7620967,24.25328098
USA/OR-OHSU-3975/2020,-122.4006413,45.5093799,1
USA/IA-UIHC-MO28/2020,-91.6061124,41.6861834,21.81456954
USA/IA-GMF-24556/2020,-91.850265,42.8420766,33.34954944
USA/IA-UIHC-MO24/2020,-91.6061124,41.6861834,54.5145285
USA/WI-UW-320/2020,-87.58075461,43.0180325,15.72916537
USA/IA-GMF-32590/2020,-91.3961856,43.2961731,43.98777048
USA/WI-GMF-28010/2020,-90.8938474,43.2271639,14.35859983
USA/IL-IDPH-I-000231/2020,-89.2888533,41.7459056,23.34012979
CostaRica/INC-0052/2020,-84.62186588,9.7072481,1
Panama/334036/2020,-79.67932667,8.98985635,13.68055678
CostaRica/INC-0080/2020,-83.48155629,10.1493599,1
CostaRica/INC-0171/2020,-120.2422615,35.9776891,27.56307606
CostaRica/INC-0142/2020,-73.28292541,6.52548015,1
CostaRica/INC-0182/2020,-106.3022466,35.2197649,19.02022663
CostaRica/INC-0194/2020,-87.9426681,15.851465,1
USA/TX-HMH0313/2020,-95.3963667,29.939219,26.24367085
USA/TX-HMH-6041/2020,-95.3963667,29.939219,7.668682081
Canada/ON-E58/2020,-75.690308,45.421106,1
USA/IN-Lilly-IPB0173-09bc17/2020,-86.1583502,39.7683331,1
USA/OR-OHSU-0438/2020,-122.4006413,45.5093799,30.96208299
USA/TX-HMH-MCoV-15402/2020,-95.3676974,29.7589382,29.56420898
USA/TX-HMH-MCoV-12418/2020,-95.3676974,29.7589382,19.70947266
USA/TX-HMH-MCoV-16304/2020,-95.3676974,29.7589382,1
USA/AZ-ASPHL-2910/2020,-112.49123,33.34883,34.97068827
Mexico/BCN-ALSR-3624/2020,-114.2907731,31.9939146,1
USA/CA-CDPH-UC1221/2020,-121.9059001,38.7184542,101.3667153
Mexico/BCN-ALSR-6339/2021,-116.9646629,32.5010188,1
USA/CA-CZB-3670/2020,-119.7737991,37.1716264,25.98922898
USA/CA-CZB-13115/2020,-119.7737991,37.1716264,30.27277826
USA/HI-H200170/2020,-157.960511,21.468151,18.59742918
USA/HI-H200582/2020,-157.960511,21.468151,1
USA/HI-H200562/2020,-156.3105232,20.7580586,1
USA/HI-H200567/2020,-156.3105232,20.7580586,1
USA/HI-H200611/2020,-157.960511,21.468151,23.48766091
USA/HI-H200674/2020,-157.960511,21.468151,14.41483835
USA/HI-H200703/2020,-157.960511,21.468151,21.09869131
USA/HI-H200642/2020,-157.960511,21.468151,42.7311328
USA/AZ-WL-CVG00116/2020,-111.6546163,32.1112624,1
USA/WI-WSLH-210298/2020,-87.58075461,43.0180325,1
USA/HI-H200180/2020,-157.960511,21.468151,1
USA/HI-H200392/2020,-157.960511,21.468151,34.20540182
USA/LA-EVTL1099/2020,-93.8931785,32.529173,1
USA/WA-S3416/2020,-120.730253,46.4135961,38.5921924
USA/AZ-ASPHL-3585/2021,-112.49123,33.34883,1
USA/HI-H210829/2020,-157.960511,21.468151,13.84970681
USA/HI-H200713/2020,-157.960511,21.468151,1
USA/HI-H210988/2021,-157.960511,21.468151,27.84227086
USA/HI-H210816/2021,-157.960511,21.468151,1
USA/HI-H210892/2021,-157.960511,21.468151,28.68732044
USA/HI-H200741/2020,-157.960511,21.468151,33.0549102
USA/HI-H200764/2020,-157.960511,21.468151,45.79963785
USA/HI-H200746/2020,-157.960511,21.468151,31.315183
USA/NY-Wadsworth-253434-01/2020,-73.4471343,43.2294536,24.27775476
USA/NY-Wadsworth-269649-01/2020,-76.019111,41.5179097,18.90542093
USA/DE-DHSS-F1018845/2020,-100.7846477,33.1665316,1
USA/DE-DHSS-FLW00711319/2021,-100.7846477,33.1665316,19.22859285
USA/OR-OHSU-8941/2021,-122.8575339,45.56614365,1
USA/OR-OHSU-8955/2021,-122.4006413,45.5093799,20.1840528
USA/NY-NYCPHL-001286/2020,-74.0060152,40.7127281,1
USA/DE-DHSS-F987155/2020,-77.2741121,36.9096897,17.4203533
USA/NY-Wadsworth-292229-01/2020,-73.95502303,40.64530975,1
